"Id
attempt";"Id
user";Device;IP address;MAC address;Place;Time;Authentication method;"Attempts with incorrect password 
(k)";"Keystroke 
(seconds/key)";"Attempts with correct password & invalid keystroke 
(m)";"Attempts with biometrics
(l)";"Safe authentication
(Yes/No)"
397;2;Laptop;192.168.10.155;82-CD-0E-4E-97-2F;Home;Afternoon;Biometric;>3;[0.5, 1.6[;>3;<=2;Yes
398;2;Smartphone;172.17.0.15;82-CD-0E-4E-97-2F;Home;Afternoon;Biometric;>3;[0.5, 1.6[;>3;>2;No
399;2;Laptop;192.168.10.155;82-CD-0E-4E-97-2F;Home;Morning;Biometric;>3;[0.5, 1.6[;>3;>2;No
400;2;Smartphone;10.10.0.5;82-CD-0E-4E-97-2F;Office;Morning;Biometric;>3;[1.6, 2.6[;>3;<=2;Yes
401;2;Smartphone;10.10.0.5;82-CD-0E-4E-97-2F;Office;Morning;Biometric;>3;[1.6, 2.6[;>3;<=2;Yes
402;2;Smartphone;10.10.0.5;82-CD-0E-4E-97-2F;Office;Morning;Biometric;>3;[1.6, 2.6[;>3;<=2;Yes
403;2;Smartphone;10.10.0.5;82-CD-0E-4E-97-2F;Office;Morning;Biometric;>3;[1.6, 2.6[;>3;<=2;Yes
404;2;Smartphone;10.10.0.5;82-CD-0E-4E-97-2F;Office;Morning;Biometric;>3;[1.6, 2.6[;>3;<=2;Yes
405;2;Laptop;10.10.0.5;82-CD-0E-4E-97-2F;Office;Morning;Biometric;<=3;[1.6, 2.6[;>3;>2;No
406;2;Laptop;10.10.0.5;82-CD-0E-4E-97-2F;Office;Morning;Biometric;<=3;[1.6, 2.6[;>3;>2;No
407;2;Smartphone;172.17.0.15;82-CD-0E-4E-97-2F;Other;Afternoon;Biometric;>3;[0.5, 1.6[;>3;<=2;No
408;2;Smartphone;172.17.0.15;82-CD-0E-4E-97-2F;Other;Afternoon;Biometric;>3;[0.5, 1.6[;>3;<=2;Yes
409;2;Laptop;10.10.0.5;82-CD-0E-4E-97-2F;Office;Morning;Biometric;<=3;[1.6, 2.6[;>3;>2;No
410;2;Laptop;10.51.0.11;06-59-AF-31-F7-17;Other;Morning;Biometric;>3;[0.5, 1.6[;>3;>2;No
411;2;Smartphone;172.17.0.15;82-CD-0E-4E-97-2F;Office;Afternoon;Biometric;<=3;[0.5, 1.6[;>3;<=2;Yes
412;2;Smartphone;172.17.0.15;82-CD-0E-4E-97-2F;Office;Afternoon;Biometric;<=3;[0.5, 1.6[;>3;<=2;Yes
413;2;Smartphone;172.17.0.15;82-CD-0E-4E-97-2F;Office;Afternoon;Biometric;<=3;[0.5, 1.6[;>3;<=2;Yes
414;2;Smartphone;172.17.0.15;82-CD-0E-4E-97-2F;Office;Afternoon;Biometric;<=3;[0.5, 1.6[;>3;<=2;Yes
415;2;Smartphone;172.17.0.15;82-CD-0E-4E-97-2F;Office;Afternoon;Biometric;<=3;[0.5, 1.6[;>3;<=2;Yes
416;2;Smartphone;172.17.0.15;82-CD-0E-4E-97-2F;Office;Afternoon;Biometric;<=3;[0.5, 1.6[;>3;<=2;Yes
417;2;Laptop;192.168.10.155;82-CD-0E-4E-97-2F;Home;Afternoon;Biometric;>3;[1.6, 2.6[;>3;>2;No
418;2;Laptop;192.168.10.155;82-CD-0E-4E-97-2F;Home;Afternoon;Biometric;>3;[1.6, 2.6[;>3;>2;No
419;2;Smartphone;172.17.0.15;82-CD-0E-4E-97-2F;Other;Afternoon;Biometric;>3;[0.5, 1.6[;>3;<=2;Yes
420;2;Smartphone;172.17.0.15;82-CD-0E-4E-97-2F;Other;Afternoon;Biometric;>3;[0.5, 1.6[;>3;<=2;Yes
421;2;Smartphone;172.17.0.15;82-CD-0E-4E-97-2F;Other;Afternoon;Biometric;>3;[0.5, 1.6[;>3;<=2;Yes
422;2;Smartphone;172.17.0.15;82-CD-0E-4E-97-2F;Other;Afternoon;Biometric;>3;[0.5, 1.6[;>3;<=2;Yes
423;2;Smartphone;172.17.0.15;82-CD-0E-4E-97-2F;Other;Afternoon;Biometric;>3;[0.5, 1.6[;>3;<=2;Yes
424;2;Smartphone;172.17.0.15;82-CD-0E-4E-97-2F;Other;Afternoon;Biometric;>3;[0.5, 1.6[;>3;<=2;Yes
425;2;Laptop;10.51.0.11;06-59-AF-31-F7-17;Other;Morning;Biometric;>3;[0.5, 1.6[;>3;>2;No
426;2;Laptop;10.51.0.11;06-59-AF-31-F7-17;Other;Morning;Biometric;>3;[0.5, 1.6[;>3;>2;No
427;2;Laptop;172.17.0.15;82-CD-0E-4E-97-2F;Other;Afternoon;Biometric;<=3;[0.5, 1.6[;>3;<=2;Yes
428;2;Laptop;172.17.0.15;82-CD-0E-4E-97-2F;Other;Afternoon;Biometric;<=3;[0.5, 1.6[;>3;<=2;Yes
429;2;Laptop;192.168.10.155;01-E5-E6-4E-07-1A;Home;Afternoon;Password;>3;[0.5, 1.6[;>3;;No
430;2;Smartphone;192.168.10.155;82-CD-0E-4E-97-2F;Home;Morning;Password;<=3;[1.6, 2.6[;<=3;;Yes
431;2;Laptop;192.168.10.155;01-E5-E6-4E-07-1A;Home;Afternoon;Password;>3;[0.5, 1.6[;>3;;Yes
432;2;Smartphone;172.17.0.15;82-CD-0E-4E-97-2F;Home;Afternoon;Password;<=3;[0.5, 1.6[;<=3;;Yes
433;2;Smartphone;172.17.0.15;82-CD-0E-4E-97-2F;Home;Afternoon;Password;<=3;[0.5, 1.6[;<=3;;Yes
434;2;Smartphone;192.168.10.155;82-CD-0E-4E-97-2F;Home;Afternoon;Password;<=3;[0.5, 1.6[;<=3;;No
435;2;Smartphone;172.17.0.15;82-CD-0E-4E-97-2F;Home;Afternoon;Password;<=3;[0.5, 1.6[;<=3;;Yes
436;2;Laptop;192.168.10.155;01-E5-E6-4E-07-1A;Home;Afternoon;Password;>3;[0.5, 1.6[;>3;;No
437;2;Smartphone;172.17.0.15;82-CD-0E-4E-97-2F;Home;Afternoon;Password;<=3;[0.5, 1.6[;<=3;;Yes
438;2;Laptop;192.168.10.155;82-CD-0E-4E-97-2F;Home;Afternoon;Biometric;>3;[0.5, 1.6[;>3;<=2;Yes
439;2;Smartphone;10.10.0.5;82-CD-0E-4E-97-2F;Office;Morning;Biometric;>3;[1.6, 2.6[;>3;<=2;Yes
440;2;Laptop;192.168.10.155;01-E5-E6-4E-07-1A;Home;Afternoon;Password;>3;[0.5, 1.6[;>3;;No
441;2;Smartphone;192.168.10.155;82-CD-0E-4E-97-2F;Home;Morning;Password;<=3;[1.6, 2.6[;<=3;;Yes
442;2;Smartphone;192.168.10.155;82-CD-0E-4E-97-2F;Home;Morning;Password;<=3;[1.6, 2.6[;<=3;;Yes
443;2;Smartphone;192.168.10.155;82-CD-0E-4E-97-2F;Home;Morning;Password;<=3;[1.6, 2.6[;<=3;;Yes
444;2;Smartphone;192.168.10.155;82-CD-0E-4E-97-2F;Home;Morning;Password;<=3;[1.6, 2.6[;<=3;;Yes
445;2;Smartphone;192.168.10.155;82-CD-0E-4E-97-2F;Home;Morning;Password;<=3;[1.6, 2.6[;<=3;;Yes
446;2;Smartphone;10.44.1.120;F9-01-59-15-31-23;Home;Afternoon;Biometric;>3;[1.6, 2.6[;>3;>2;No
447;2;Smartphone;192.168.10.155;F9-01-59-15-31-23;Home;Afternoon;Biometric;<=3;[1.6, 2.6[;>3;>2;No
448;2;Smartphone;192.168.10.155;F9-01-59-15-31-23;Home;Afternoon;Biometric;<=3;[1.6, 2.6[;>3;>2;No
449;2;Smartphone;192.168.10.155;F9-01-59-15-31-23;Home;Afternoon;Biometric;<=3;[1.6, 2.6[;>3;>2;No
450;2;Laptop;192.168.10.155;82-CD-0E-4E-97-2F;Home;Morning;Biometric;<=3;[0.5, 1.6[;>3;<=2;No
451;2;Smartphone;172.17.0.15;82-CD-0E-4E-97-2F;Office;Afternoon;Biometric;<=3;[1.6, 2.6[;>3;>2;No
452;2;Smartphone;172.17.0.15;82-CD-0E-4E-97-2F;Office;Afternoon;Biometric;<=3;[1.6, 2.6[;>3;>2;No
453;2;Smartphone;172.17.0.15;82-CD-0E-4E-97-2F;Office;Afternoon;Biometric;<=3;[1.6, 2.6[;>3;>2;No
454;2;Laptop;192.168.10.155;82-CD-0E-4E-97-2F;Home;Morning;Biometric;<=3;[0.5, 1.6[;>3;<=2;Yes
455;2;Laptop;192.168.10.155;82-CD-0E-4E-97-2F;Home;Morning;Biometric;<=3;[0.5, 1.6[;>3;<=2;Yes
456;2;Laptop;192.168.10.155;82-CD-0E-4E-97-2F;Home;Morning;Biometric;<=3;[0.5, 1.6[;>3;<=2;Yes
457;2;Laptop;10.44.0.5;6E-64-7B-F5-94-3D;Other;Morning;Biometric;>3;[1.6, 2.6[;>3;>2;No
458;2;Laptop;10.44.0.5;6E-64-7B-F5-94-3D;Other;Morning;Biometric;>3;[1.6, 2.6[;>3;>2;Yes
459;2;Laptop;192.168.10.155;82-CD-0E-4E-97-2F;Home;Morning;Password;<=3;[0.5, 1.6[;<=3;;Yes
460;2;Laptop;192.168.10.155;82-CD-0E-4E-97-2F;Home;Morning;Password;<=3;[0.5, 1.6[;<=3;;Yes
